deck_id;fitness;average;variance;
7885;2784;4.066666666666666;8.59555555556;
7010;3552;3.6666666666666665;3.75555555556;
6237;3220;4.066666666666666;5.06222222222;
8195;3564;3.3;2.41;
7914;3474;3.6666666666666665;5.62222222222;
3889;3224;4.0;7.46666666667;
9027;3192;3.933333333333333;5.92888888889;
7323;2881;4.166666666666667;8.33888888889;
6567;3357;3.8;4.36;
8443;3336;3.7333333333333334;6.72888888889;
9081;3033;4.2;7.49333333333;
7901;3278;3.7333333333333334;3.79555555556;
8235;3346;3.6666666666666665;6.28888888889;
4330;3280;3.966666666666667;5.96555555556;
9776;2707;4.3;5.47666666667;
6404;3509;3.5;4.65;
9924;3140;4.366666666666666;6.36555555556;
9999;3320;3.2333333333333334;5.64555555556;
7549;3753;3.1333333333333333;3.58222222222;
9263;3708;2.933333333333333;2.99555555556;
8274;3351;3.1;5.42333333333;
7057;3376;3.8333333333333335;3.53888888889;
6848;3024;4.0;4.26666666667;
9292;3804;3.466666666666667;6.04888888889;
9372;3615;3.4;4.10666666667;
4934;3270;3.933333333333333;6.26222222222;
7375;3265;2.7333333333333334;4.92888888889;
9247;3673;3.2;6.09333333333;
8626;3669;3.3666666666666667;4.16555555556;
9008;2929;4.366666666666666;7.63222222222;
7482;3265;3.8333333333333335;7.27222222222;
8277;3232;3.9;5.62333333333;
9700;3284;4.033333333333333;5.63222222222;
7897;3234;3.966666666666667;5.43222222222;
8175;3603;3.566666666666667;5.51222222222;
6074;3228;4.033333333333333;5.83222222222;
7370;3289;3.7;4.94333333333;
7795;3485;3.1333333333333333;4.58222222222;
9718;2701;4.133333333333334;4.98222222222;
8070;3396;3.3333333333333335;5.88888888889;
7529;3501;3.7666666666666666;6.31222222222;
9260;3681;3.5;5.98333333333;
7877;3307;3.6333333333333333;7.63222222222;
6959;3849;3.466666666666667;3.44888888889;
8233;2869;4.233333333333333;5.04555555556;
6863;3581;3.433333333333333;5.51222222222;
6874;3317;3.7;5.41;
5306;3521;3.533333333333333;3.98222222222;
8036;3190;3.433333333333333;6.64555555556;
4508;3353;3.8666666666666667;6.24888888889;
8222;3091;3.8666666666666667;6.58222222222;
9620;3209;4.266666666666667;8.79555555556;
8590;3165;4.133333333333334;8.31555555556;
9183;3184;4.366666666666666;9.36555555556;
6274;2904;4.266666666666667;8.52888888889;
7506;2926;4.1;8.69;
7163;3066;4.033333333333333;8.83222222222;
9492;3269;4.133333333333334;8.71555555556;
6426;3318;3.7333333333333334;6.59555555556;
7643;2836;4.166666666666667;9.00555555556;
6371;3196;4.2;8.69333333333;
3209;2741;4.133333333333334;8.18222222222;
7394;2865;4.0;8.73333333333;
6693;2966;4.1;8.55666666667;
9319;3125;3.8666666666666667;7.98222222222;
7269;2818;4.0;8.46666666667;
6803;3021;4.1;7.09;
7257;2983;4.166666666666667;8.47222222222;
6285;3061;3.966666666666667;8.83222222222;
8852;3432;3.9;7.82333333333;
9232;3289;4.133333333333334;8.64888888889;
9827;3423;3.6666666666666665;6.68888888889;
7198;3588;3.9;8.42333333333;
