deck_id;fitness;average;variance;
9586;-2167;4.133333333333334;6.51555555556;
4799;-1970;3.7333333333333334;4.06222222222;
6546;-2127;4.1;5.62333333333;
9942;-2279;3.8666666666666667;3.78222222222;
8696;-2186;4.033333333333333;6.43222222222;
6559;-1868;3.8;6.62666666667;
7053;-2143;3.8666666666666667;5.31555555556;
7800;-2125;3.6666666666666665;3.82222222222;
6967;-2213;4.166666666666667;6.47222222222;
7953;-2191;4.333333333333333;7.75555555556;
7114;-2005;3.9;5.29;
7696;-1823;3.6;4.10666666667;
4330;-1867;3.466666666666667;3.58222222222;
7637;-1603;3.533333333333333;4.91555555556;
6551;-2009;3.6666666666666665;4.48888888889;
8609;-1807;3.6333333333333333;5.29888888889;
9198;-1725;3.7;4.21;
4771;-1790;3.2333333333333334;3.57888888889;
9272;-2133;3.7666666666666666;3.57888888889;
9232;-1952;3.6;3.77333333333;
9404;-2196;3.8;3.62666666667;
9118;-1962;3.533333333333333;4.38222222222;
8604;-1382;2.8333333333333335;2.67222222222;
7504;-1980;3.7333333333333334;7.92888888889;
8566;-1815;3.566666666666667;4.64555555556;
8884;-1711;3.5;4.25;
9042;-1926;3.7333333333333334;5.12888888889;
9470;-1545;3.3333333333333335;4.35555555556;
9069;-2394;4.2;5.76;
5631;-1712;3.433333333333333;5.91222222222;
6865;-1846;3.1666666666666665;5.13888888889;
9287;-2150;4.1;7.35666666667;
8514;-2143;4.066666666666666;7.99555555556;
6057;-1451;3.2666666666666666;5.52888888889;
7432;-2057;3.533333333333333;6.24888888889;
8693;-2109;4.066666666666666;6.66222222222;
7416;-2006;3.933333333333333;4.32888888889;
9373;-1531;3.4;5.50666666667;
9327;-1947;3.7333333333333334;5.39555555556;
8166;-1864;3.6666666666666665;5.28888888889;
8329;-1860;3.8666666666666667;7.18222222222;
8010;-1568;3.466666666666667;5.78222222222;
9321;-1895;3.933333333333333;6.39555555556;
8858;-1679;3.533333333333333;5.91555555556;
9678;-1637;3.4;4.44;
9306;-1813;3.3;3.87666666667;
6193;-1535;2.933333333333333;5.39555555556;
9166;-1717;3.3;4.87666666667;
7015;-1727;3.1666666666666665;5.73888888889;
6040;-2292;4.233333333333333;6.44555555556;
4957;-2161;4.133333333333334;7.44888888889;
9165;-2066;4.3;6.54333333333;
9915;-2278;4.233333333333333;7.57888888889;
6753;-2405;4.4;6.77333333333;
8979;-2273;4.066666666666666;6.72888888889;
9831;-2249;4.2;6.56;
9598;-2599;4.533333333333333;6.44888888889;
3999;-2336;4.233333333333333;6.17888888889;
9999;-2170;4.133333333333334;6.38222222222;
8384;-2520;4.233333333333333;6.64555555556;
7070;-2239;4.033333333333333;7.09888888889;
8872;-2326;4.2;6.69333333333;
7209;-2404;4.1;6.62333333333;
6815;-2223;4.466666666666667;6.98222222222;
8558;-2373;4.3;6.34333333333;
9522;-2110;4.1;6.75666666667;
8819;-2294;4.6;8.24;
6152;-2148;4.0;6.6;
6247;-2108;3.8666666666666667;4.38222222222;
5453;-2507;4.266666666666667;6.32888888889;
6293;-2174;4.166666666666667;6.87222222222;
8547;-2268;4.166666666666667;6.20555555556;
5574;-2503;4.266666666666667;6.52888888889;
6685;-2358;4.2;6.49333333333;
7677;-2402;4.366666666666666;6.43222222222;
6231;-2306;4.433333333333334;7.17888888889;
8796;-2519;4.4;6.37333333333;
3308;-2169;3.966666666666667;4.89888888889;
7688;-2295;4.266666666666667;6.72888888889;
9901;-2361;4.333333333333333;7.28888888889;
8633;-2252;4.266666666666667;6.59555555556;
6896;-2138;4.1;6.49;
9157;-2119;4.033333333333333;6.89888888889;
6779;-2139;4.166666666666667;6.60555555556;
6649;-2203;4.066666666666666;6.86222222222;
8939;-2296;4.166666666666667;5.87222222222;
9764;-2030;3.7333333333333334;4.59555555556;
6374;-2090;4.033333333333333;6.29888888889;
6569;-1850;3.8333333333333335;6.00555555556;
9526;-2565;4.1;6.55666666667;
6636;-2346;4.033333333333333;4.76555555556;
8364;-1999;4.2;6.29333333333;
5879;-2319;4.3;6.94333333333;
6474;-2207;4.266666666666667;6.86222222222;
6653;-2282;3.966666666666667;6.69888888889;
9716;-2075;4.133333333333334;6.71555555556;
8076;-2180;4.0;6.33333333333;
7639;-2116;3.8;4.42666666667;
7481;-1989;4.133333333333334;6.98222222222;
9845;-1920;3.933333333333333;5.79555555556;
7493;-2251;4.2;7.42666666667;
9325;-2259;4.033333333333333;5.09888888889;
6735;-2500;3.966666666666667;6.43222222222;
8441;-2467;4.4;6.57333333333;
8074;-2252;4.033333333333333;6.56555555556;
4333;-2268;3.966666666666667;5.43222222222;
8543;-2126;4.0;6.8;
6820;-2251;4.066666666666666;6.46222222222;
8930;-2032;3.8666666666666667;6.71555555556;
7465;-2115;4.0;5.86666666667;
8463;-1797;3.8666666666666667;6.44888888889;
7615;-2203;4.1;6.89;
6788;-2126;4.1;7.02333333333;
9843;-2270;4.1;5.15666666667;
8167;-2349;4.233333333333333;6.71222222222;
6308;-2254;4.033333333333333;5.29888888889;
6086;-1978;4.0;5.33333333333;
5951;-2104;3.8;4.82666666667;
9242;-2229;3.8666666666666667;4.64888888889;
9278;-2294;4.266666666666667;6.46222222222;
7258;-2519;4.433333333333334;6.84555555556;
7898;-2082;4.066666666666666;6.12888888889;
8952;-2325;3.966666666666667;4.03222222222;
9754;-2036;4.0;7.0;
9928;-2058;3.9;6.89;
9341;-2359;4.066666666666666;4.79555555556;
8528;-1974;3.9;6.62333333333;
8533;-1931;4.033333333333333;7.36555555556;
9518;-2064;3.7;5.74333333333;
7233;-2131;4.2;6.89333333333;
9410;-1908;3.7666666666666666;5.64555555556;
7541;-2214;3.966666666666667;6.89888888889;
8588;-2144;4.233333333333333;6.84555555556;
5502;-2498;4.3;6.74333333333;
5842;-2216;4.033333333333333;6.69888888889;
5476;-2023;3.8333333333333335;5.60555555556;
6136;-1994;3.9;7.42333333333;
8876;-1895;4.066666666666666;7.46222222222;
9286;-2366;4.3;6.67666666667;
7049;-2118;4.066666666666666;7.12888888889;
9093;-1882;3.8666666666666667;6.98222222222;
9520;-2018;3.8333333333333335;5.87222222222;
9250;-2141;3.966666666666667;3.69888888889;
9821;-1952;3.933333333333333;7.06222222222;
5953;-1981;3.7666666666666666;6.57888888889;
9073;-2092;3.8666666666666667;6.91555555556;
6808;-2360;4.233333333333333;5.84555555556;
9590;-1999;4.133333333333334;7.31555555556;
5619;-2216;4.266666666666667;8.59555555556;
9426;-2152;4.166666666666667;6.00555555556;
7979;-1598;3.933333333333333;7.32888888889;
8442;-2324;4.3;7.01;
9442;-2133;3.9;4.75666666667;
5239;-2349;4.0;4.6;
9080;-2217;4.066666666666666;6.52888888889;
5626;-1710;3.6333333333333333;6.36555555556;
4542;-2092;3.8666666666666667;8.18222222222;
9653;-2248;4.433333333333334;7.44555555556;
8759;-1873;3.8333333333333335;8.13888888889;
8515;-2408;4.266666666666667;7.32888888889;
5933;-2332;4.3;6.14333333333;
6382;-2079;3.966666666666667;6.36555555556;
6206;-2235;4.2;7.16;
9487;-1435;2.8333333333333335;4.00555555556;
7146;-1835;3.533333333333333;7.64888888889;
9285;-2315;4.066666666666666;5.52888888889;
7086;-1689;3.6666666666666665;8.08888888889;
9905;-2009;3.8333333333333335;6.33888888889;
8907;-1384;3.2;5.69333333333;
3336;-2225;4.233333333333333;7.24555555556;
9276;-1592;3.2666666666666666;5.92888888889;
5788;-2336;4.1;6.09;
7766;-2045;3.933333333333333;5.92888888889;
9615;-1391;3.3666666666666667;7.49888888889;
4650;-2121;3.966666666666667;7.09888888889;
4438;-1887;3.966666666666667;6.16555555556;
7343;-1995;3.7;5.81;
7272;-1963;3.966666666666667;7.16555555556;
7563;-1753;3.6666666666666665;6.35555555556;
9945;-2088;4.0;7.2;
9283;-1753;3.8666666666666667;7.44888888889;
7740;-1969;3.2;4.96;
9462;-1797;2.933333333333333;4.79555555556;
4761;-2378;4.266666666666667;6.06222222222;
6604;-2360;4.366666666666666;6.09888888889;
9263;-2411;4.233333333333333;5.71222222222;
6910;-2558;4.233333333333333;6.04555555556;
8248;-2214;4.1;6.22333333333;
7172;-2457;4.466666666666667;6.04888888889;
6316;-2430;4.266666666666667;6.99555555556;
7239;-2477;4.266666666666667;5.72888888889;
8832;-2346;4.3;5.87666666667;
5598;-1924;4.033333333333333;5.76555555556;
