deck_id;fitness;average;variance;
9996;571;3.4;2.17333333333;
9074;327;3.533333333333333;3.91555555556;
5379;238;3.6;6.24;
5715;298;3.8666666666666667;6.64888888889;
9160;314;3.7333333333333334;4.26222222222;
7355;205;3.6333333333333333;5.23222222222;
9580;163;3.8666666666666667;4.84888888889;
5465;452;3.4;2.90666666667;
8724;92;3.7666666666666666;2.84555555556;
7487;421;3.2333333333333334;2.64555555556;
8346;341;3.466666666666667;3.04888888889;
9589;341;3.3;5.74333333333;
9099;-87;3.933333333333333;5.19555555556;
9255;235;3.7333333333333334;6.06222222222;
7288;533;3.2;4.69333333333;
8323;627;3.5;4.65;
6050;790;3.3333333333333335;1.95555555556;
9971;685;3.433333333333333;2.84555555556;
8273;460;3.2666666666666666;5.19555555556;
9239;1362;2.8;2.76;
5403;340;3.6;3.70666666667;
9343;420;3.8333333333333335;4.47222222222;
8614;466;3.066666666666667;4.39555555556;
7930;989;3.066666666666667;3.12888888889;
8330;460;3.466666666666667;4.24888888889;
9037;420;3.2333333333333334;3.97888888889;
8231;707;3.2;5.16;
6261;493;3.533333333333333;5.58222222222;
9944;740;3.1;3.75666666667;
7830;404;2.9;4.49;
8651;477;3.2666666666666666;3.79555555556;
7980;564;3.4;3.70666666667;
5719;619;3.1333333333333333;2.84888888889;
7776;647;3.2333333333333334;4.17888888889;
7735;499;3.4;4.17333333333;
7853;308;2.6666666666666665;4.15555555556;
9216;830;3.566666666666667;3.97888888889;
6250;608;3.566666666666667;4.44555555556;
9497;297;3.6666666666666665;3.08888888889;
8259;985;3.1333333333333333;3.71555555556;
9769;504;3.6;5.30666666667;
3127;382;3.466666666666667;3.58222222222;
9397;92;3.7333333333333334;4.79555555556;
6586;513;3.433333333333333;4.04555555556;
8929;41;3.5;5.85;
5759;392;3.433333333333333;4.24555555556;
9960;341;3.433333333333333;3.11222222222;
5585;562;3.3333333333333335;2.35555555556;
8629;632;3.533333333333333;2.44888888889;
8798;875;3.066666666666667;3.19555555556;
5977;423;3.466666666666667;3.84888888889;
8031;910;3.3;4.14333333333;
9744;210;3.6;3.37333333333;
9627;1056;3.1333333333333333;2.64888888889;
9351;429;3.6333333333333333;4.89888888889;
8971;841;3.2333333333333334;3.44555555556;
8532;869;3.033333333333333;2.89888888889;
9751;876;2.9;2.35666666667;
9358;408;3.2333333333333334;5.97888888889;
7254;911;3.1;5.75666666667;
8354;437;3.3333333333333335;4.02222222222;
9202;172;3.7;3.07666666667;
8680;536;3.1333333333333333;5.71555555556;
8547;783;2.9;3.29;
7813;1044;3.2;4.02666666667;
7308;360;3.3666666666666667;2.96555555556;
9570;889;2.9;1.62333333333;
5111;728;2.9;2.75666666667;
9787;794;2.8333333333333335;2.60555555556;
7664;973;2.6333333333333333;3.03222222222;
7311;548;3.4;2.44;
9195;502;3.3666666666666667;2.16555555556;
10000;112;3.7666666666666666;4.44555555556;
7929;522;3.3666666666666667;2.43222222222;
7537;441;3.2333333333333334;2.37888888889;
6168;56;3.466666666666667;2.44888888889;
8732;1003;3.1333333333333333;2.38222222222;
4952;-504;3.7;2.01;
7720;657;3.466666666666667;2.24888888889;
8412;698;3.3;2.21;
9546;466;3.466666666666667;2.11555555556;
7920;592;3.3666666666666667;2.29888888889;
