deck_id;fitness;average;variance;
7974;1736;4.033333333333333;5.29888888889;
9720;1709;4.2;4.56;
8508;2290;3.8333333333333335;3.47222222222;
7514;1747;3.933333333333333;5.66222222222;
5974;1504;4.166666666666667;3.40555555556;
8642;2204;3.6333333333333333;4.49888888889;
9688;2133;3.933333333333333;6.06222222222;
9439;2135;3.8;4.16;
6980;1693;3.9;5.09;
9779;1604;4.266666666666667;5.59555555556;
8140;2006;3.6666666666666665;5.62222222222;
6258;1567;4.066666666666666;5.46222222222;
5788;1634;4.2;6.09333333333;
9065;2518;3.033333333333333;4.29888888889;
8355;1753;3.566666666666667;6.57888888889;
9913;2542;3.566666666666667;3.97888888889;
7710;2096;3.8333333333333335;5.07222222222;
9767;2246;3.933333333333333;3.66222222222;
9131;2378;3.6333333333333333;4.09888888889;
9407;2651;2.8666666666666667;3.31555555556;
9397;1810;4.1;5.09;
8314;2084;3.3666666666666667;3.36555555556;
9432;2162;3.2666666666666666;4.86222222222;
8474;2196;3.933333333333333;4.99555555556;
4731;1730;4.166666666666667;4.60555555556;
9573;2247;3.6333333333333333;4.23222222222;
7054;2062;3.566666666666667;5.31222222222;
7973;2399;3.1333333333333333;4.38222222222;
8482;2234;3.566666666666667;4.91222222222;
7761;2184;4.0;5.8;
9382;2262;3.1333333333333333;5.31555555556;
8422;2094;3.6666666666666665;5.88888888889;
7912;2054;3.7;5.87666666667;
8848;2326;3.5;5.45;
9736;2307;3.6;5.64;
9603;2375;3.3666666666666667;4.69888888889;
4080;1557;4.233333333333333;7.37888888889;
7775;2279;3.2333333333333334;5.57888888889;
9042;2036;3.6333333333333333;5.09888888889;
6086;2636;3.7;4.27666666667;
8991;2505;3.7;3.54333333333;
9437;2102;3.533333333333333;4.24888888889;
8738;2294;3.4;4.17333333333;
5260;2204;3.8666666666666667;4.51555555556;
6549;1868;3.9;4.42333333333;
9933;2264;3.7666666666666666;4.24555555556;
7343;2230;3.5;4.51666666667;
7813;2489;3.433333333333333;3.64555555556;
8931;2221;3.5;4.65;
4324;2015;3.7333333333333334;6.19555555556;
9067;2293;3.7666666666666666;4.97888888889;
7417;1987;3.566666666666667;5.37888888889;
8959;1781;3.2333333333333334;5.71222222222;
5113;2317;3.5;5.31666666667;
8016;2401;3.033333333333333;4.16555555556;
6450;2405;3.2;5.02666666667;
8565;1970;3.7333333333333334;4.52888888889;
